1.78919589,1.219745705
2.749830004,2.49546642
3.453561454,3.881936514
4.968973502,5.928156909
5.848517184,6.476798312
6.863342028,6.602331359
7.847578708,8.255435938
8.014729677,9.413717126
9.291139015,10.45473429
10.59661057,11.78782152
11.22697935,11.60127339
12.26344506,12.78961202
13.26026144,13.41366511
14.97562575,14.1428736
15.66065706,16.2408481
16.10888468,17.13332914
17.17512749,17.0027823
18.38156521,18.55012046
19.40083746,20.70760685
20.40522232,20.22583315
21.52883245,22.27153169
22.51232159,23.86848184
23.21123187,24.31929547
24.25431668,25.01049643
25.24986396,26.44283381
26.95821444,27.9033389
27.65478979,28.22359746
28.51697233,28.54257114
29.05207792,30.56950648
30.89028411,30.28921456
